out_id,MeanDecreaseAccuracy,MeanDecreaseAccuracy.pval,Run,Group_type
6cb9aa1cdff5058df57d21457965cefc,2.208178504,0.03960396,7,A
b595f96f96fe7a346c01c042c2f6276d,2.096737353,0.01980198,7,A
5dad507afd6cecb7185e8d8fe5fe4b4a,1.994499531,0.03960396,7,A
f992dfdf7e8ebde2cd041f7e4100beff,1.774076446,0.03960396,7,A
134bcf72f243a6b77d97673e75b1564f,1.763305845,0.03960396,7,A
dda78e69e3c7656f37ae43b76cbe5af9,1.726845695,0.02970297,7,A
fe73e5d0bdfc14cc89078fe6b9500b15,1.64907298,0.03960396,7,A
293cc7ea49411a290b694fa60d27271a,1.574847589,0.04950495,7,A
8f2b0e2fc9c1738f298f80558b81e0b6,1.416397722,0.02970297,7,A
cd326e0e5c57fd6a51d377b4761155d7,1.414595408,0.03960396,7,A
59f7d8a7f37d6eeec95eb556f33da267,4.475563721,0.01980198,8,A
f9612c98d79c37a803a973724113cef6,3.903051614,0.01980198,8,A
cd9401a6bce4a63af516d06d2a843f9d,3.356244155,0.00990099,8,A
6941eda7df776b8ff1deeb8824906b14,3.00710509,0.00990099,8,A
3860fb8719be03e4c32923cb8339c30b,2.619689287,0.03960396,8,A
712f610d95151fd7db44bd3a13e3ad15,2.54210516,0.04950495,8,A
98bcf713cdab713b589f72f2ebcef570,2.497463684,0.02970297,8,A
401d41f10377f8f27046e738dab2286f,2.234724295,0.02970297,8,A
300568e1ddcb6356519af1a75ab2df4b,2.158896326,0.04950495,8,A
f340cf3b808d93363d6d8d15432ba7b6,1.959191128,0.02970297,8,A
13a8706b04942377dd7495c935aae14c,1.922857731,0.00990099,8,A
1a069ea36017c7efc95d851374fa7382,1.721949466,0.00990099,8,A
a6f4833f69a561ca48fad08b805dae22,1.416470149,0.01980198,8,A
eca56caf80b6f57216745474defca086,1.34406228,0.04950495,8,A
76c79f2abc57cc084ad58546922178ea,1.001001503,0.03960396,8,A
f9612c98d79c37a803a973724113cef6,5.77867039,0.00990099,9,A
e606e6a9dbcbaefd0fe8f53571bbcab0,4.803437997,0.00990099,9,A
ca9c66d47347c03d0343d6fe03ed8636,3.846430143,0.00990099,9,A
59f7d8a7f37d6eeec95eb556f33da267,3.620320223,0.01980198,9,A
945184b6386c192c0066e0a98a154780,2.965529332,0.03960396,9,A
300568e1ddcb6356519af1a75ab2df4b,2.590090635,0.03960396,9,A
e3f6085120269cc587278b4f3486c200,2.507131735,0.03960396,9,A
6941eda7df776b8ff1deeb8824906b14,2.463320706,0.01980198,9,A
b022b5312f30be684bdd2cc66030dea5,2.10613262,0.04950495,9,A
1063e92b4acc17f22a826d2c79da73b9,1.952320475,0.03960396,9,A
365bfd091ff876a2a7e7dd123604ed1b,1.928087893,0.01980198,9,A
d8a05ea8aecfcf5910db345be88e712a,1.848428133,0.02970297,9,A
7554ab04641923e9511641bb3722769c,1.747754455,0.02970297,9,A
c84e312a70bd6003382b851b5f1f459f,1.735469601,0.04950495,9,A
5dcf0b75ca974467170dd7739ec289eb,1.567726792,0.03960396,9,A
70dbac76545ca7f0d29e40f47caf5706,1.456818347,0.02970297,9,A
b6e4aa6754753f7e820b486a41800c97,1.417050503,0.01980198,9,A
637b9b3f4d1cbb1a10c07817619cdf69,1.416397722,0.01980198,9,A
b332b9a4d638a1f226e57c94a40f1450,1.414595408,0.01980198,9,A
12695f12ae8b1210e9d3acf090b554e3,1.414279858,0.02970297,9,A
d0927320ada446780d3e125cc548c9ac,1.411852844,0.02970297,9,A
efe7cc345dac4c2359dcfda96d96376d,1.001001503,0.04950495,9,A
8480a4a2e9b2bdbe4d50e83fe4814607,1.001001503,0.04950495,9,A
3403478284bcb4c5702090aa6d26d133,1.001001503,0.04950495,9,A
f9612c98d79c37a803a973724113cef6,4.964345954,0.00990099,10,A
59f7d8a7f37d6eeec95eb556f33da267,4.583316999,0.02970297,10,A
814d36cce47414becceb7665900831e6,4.268815449,0.00990099,10,A
e3f6085120269cc587278b4f3486c200,4.267830345,0.00990099,10,A
8e493df449e84acb4e24f5811ff3599b,3.975771883,0.00990099,10,A
ddfd49f939f92958b1ec816741055348,3.699433274,0.01980198,10,A
e606e6a9dbcbaefd0fe8f53571bbcab0,3.148709699,0.02970297,10,A
6941eda7df776b8ff1deeb8824906b14,2.910369344,0.00990099,10,A
101951aabf4e77306397fe2aef3a7e88,2.906583634,0.01980198,10,A
942ec60e75a4f9183b9b69cbf8960379,2.76803551,0.02970297,10,A
e78ecb138a8bee2a728274b849db12c1,2.672075919,0.04950495,10,A
38145b92af854c92537660695038089f,2.384039625,0.03960396,10,A
77a920bd965da12d31f93c1adf2c5ea1,2.350135192,0.03960396,10,A
6cb9aa1cdff5058df57d21457965cefc,2.243349123,0.04950495,10,A
f992dfdf7e8ebde2cd041f7e4100beff,2.230511962,0.01980198,10,A
394eda29c886632f514dd94b58381186,2.194210008,0.02970297,10,A
c1aff6e411940a2aa4c27aa18a3143cc,2.025500193,0.01980198,10,A
7a4b9a8b5335be29dfb281a62b1904ac,1.777394772,0.02970297,10,A
482de852f8d56dd0299dc36f2582a284,1.733975967,0.02970297,10,A
364e5d5192258473f3fe7ddb9b7964ad,1.733157711,0.00990099,10,A
13a8706b04942377dd7495c935aae14c,1.720878561,0.04950495,10,A
9ec8c45ceef6ba51add7b3d075ed401c,1.646208513,0.01980198,10,A
d7f300239d79f65c4e664adebcd54b14,1.402752094,0.01980198,10,A
fa213138b58d504b61648529550ffdbf,1.001001503,0.04950495,10,A
e606e6a9dbcbaefd0fe8f53571bbcab0,5.931468596,0.00990099,11,A
8e493df449e84acb4e24f5811ff3599b,5.575859613,0.00990099,11,A
f9612c98d79c37a803a973724113cef6,5.425593786,0.00990099,11,A
59f7d8a7f37d6eeec95eb556f33da267,4.498521133,0.00990099,11,A
942ec60e75a4f9183b9b69cbf8960379,3.884004365,0.00990099,11,A
ddfd49f939f92958b1ec816741055348,3.578328297,0.00990099,11,A
485b61658eddfbbe67e757221b0d8ab6,3.26842719,0.01980198,11,A
101951aabf4e77306397fe2aef3a7e88,3.139564459,0.00990099,11,A
e341d76ffa2250ed506c5fb284abdca6,3.063763452,0.02970297,11,A
6941eda7df776b8ff1deeb8824906b14,2.714768159,0.00990099,11,A
814d36cce47414becceb7665900831e6,2.578765203,0.02970297,11,A
e811a0533e11feeb36b2121eb5d26458,2.244789951,0.02970297,11,A
365bfd091ff876a2a7e7dd123604ed1b,2.215006015,0.01980198,11,A
401d41f10377f8f27046e738dab2286f,2.062360647,0.02970297,11,A
63afe8e6aac58bf0d670a82ca5bc574c,1.905333788,0.03960396,11,A
5dcf0b75ca974467170dd7739ec289eb,1.823165765,0.01980198,11,A
12695f12ae8b1210e9d3acf090b554e3,1.734990323,0.00990099,11,A
1a069ea36017c7efc95d851374fa7382,1.683107566,0.00990099,11,A
3bae00d865b43e800a6f297f958ac2de,1.412859872,0.03960396,11,A
e31678836ca29c0ebde1bd1003bcdca6,1.396758859,0.04950495,11,A
42e9464e281f53ba8a4f84d59d523431,1.332251139,0.01980198,11,A
59f7d8a7f37d6eeec95eb556f33da267,6.01708939,0.00990099,12,A
e606e6a9dbcbaefd0fe8f53571bbcab0,4.800261269,0.00990099,12,A
f9612c98d79c37a803a973724113cef6,4.590868961,0.00990099,12,A
942ec60e75a4f9183b9b69cbf8960379,4.122657137,0.00990099,12,A
0ed3a6836e138f14044f6950ad7280d2,3.637011789,0.01980198,12,A
ca9c66d47347c03d0343d6fe03ed8636,3.373228329,0.03960396,12,A
8e493df449e84acb4e24f5811ff3599b,3.186289743,0.00990099,12,A
e3f6085120269cc587278b4f3486c200,3.149135975,0.02970297,12,A
29fbc7e5021229480248fa7466a499a2,2.932541794,0.03960396,12,A
ddfd49f939f92958b1ec816741055348,1.932259743,0.04950495,12,A
56bde454092279f47b556883d5909620,1.843395732,0.03960396,12,A
a6f4833f69a561ca48fad08b805dae22,1.719587191,0.01980198,12,A
118dad8bd9ac1462392f8faf5e699594,1.416310843,0.01980198,12,A
d46e2205f0c6ecf67b51f83d111c509c,1.414665876,0.04950495,12,A
c534548ccace1ea014bf16387ce349ab,1.402752094,0.03960396,12,A
eca56caf80b6f57216745474defca086,1.389425036,0.03960396,12,A
5c9858fa86f9de0b3bc5dcf787cafb48,1.365738361,0.04950495,12,A
1569f7ae988e26c905ab8fab427c8a0d,1.001001503,0.02970297,12,A
6976e8d46380f45a7a79a8acae69b3fe,1.001001503,0.03960396,12,A
59f7d8a7f37d6eeec95eb556f33da267,7.594339116,0.00990099,13,A
8e493df449e84acb4e24f5811ff3599b,5.291682922,0.00990099,13,A
f9612c98d79c37a803a973724113cef6,4.219844502,0.02970297,13,A
499799ce203867cdcca7cf04492872a7,3.34051303,0.00990099,13,A
ca9c66d47347c03d0343d6fe03ed8636,3.312184877,0.00990099,13,A
814d36cce47414becceb7665900831e6,3.130320985,0.02970297,13,A
ddfd49f939f92958b1ec816741055348,3.113139803,0.01980198,13,A
a1449b1be756f1d781c8085dc619700c,2.76178002,0.04950495,13,A
365bfd091ff876a2a7e7dd123604ed1b,2.482627126,0.00990099,13,A
17ae20a577370dc92154c6b1f5b2a5aa,2.481734219,0.03960396,13,A
b688fd2360318f8ca8b3cc33fb7af7d2,2.126994684,0.02970297,13,A
942ec60e75a4f9183b9b69cbf8960379,1.959824374,0.04950495,13,A
fae6d0c5cd2a53341a4ec984541b1541,1.911356671,0.04950495,13,A
0999f4e86c94093f74e23b12501455f8,1.79233813,0.04950495,13,A
d530dfe6a0c2e61593acafa24cab1fd2,1.664524476,0.00990099,13,A
dda78e69e3c7656f37ae43b76cbe5af9,1.566773834,0.03960396,13,A
a6f4833f69a561ca48fad08b805dae22,1.416470149,0.00990099,13,A
9ec8c45ceef6ba51add7b3d075ed401c,1.412396876,0.03960396,13,A
8e80ec2ce7273253b1e98358d64aef04,1.404570731,0.03960396,13,A
7ea4e733ba73f27487dbf83bf34246e3,1.36557417,0.04950495,13,A
52cdd4c3305b200497e8f8061fecb13c,1.355424488,0.04950495,13,A
d7f300239d79f65c4e664adebcd54b14,1.34406228,0.04950495,13,A
476f23054aadc5156eae036c2c5e73af,1.322255749,0.03960396,13,A
e606e6a9dbcbaefd0fe8f53571bbcab0,5.49331173,0.00990099,14,A
e3f6085120269cc587278b4f3486c200,4.841205094,0.00990099,14,A
59f7d8a7f37d6eeec95eb556f33da267,4.548495703,0.00990099,14,A
f9612c98d79c37a803a973724113cef6,3.982681105,0.00990099,14,A
814d36cce47414becceb7665900831e6,3.148178249,0.00990099,14,A
e341d76ffa2250ed506c5fb284abdca6,2.907060398,0.01980198,14,A
76a2a89fb35336e7b117fc44ff915092,2.792603896,0.01980198,14,A
8e493df449e84acb4e24f5811ff3599b,2.786078807,0.02970297,14,A
4cd05750c2afe9a07f96b349faf5a044,2.612766293,0.02970297,14,A
2740cf2417c92847cc298cbd71dd1fcd,2.545776401,0.00990099,14,A
c1aff6e411940a2aa4c27aa18a3143cc,2.467085721,0.02970297,14,A
139e832c69fb177d68bb0f5cb8594845,2.372360244,0.01980198,14,A
70dbac76545ca7f0d29e40f47caf5706,2.276790953,0.00990099,14,A
0999f4e86c94093f74e23b12501455f8,2.195985215,0.01980198,14,A
021cec1991db0604b58a15c8568348c2,2.167143685,0.04950495,14,A
7a6d4a1bfc7606e2b28d1aec9abe8368,1.734690778,0.03960396,14,A
42e9464e281f53ba8a4f84d59d523431,1.732449173,0.00990099,14,A
6941eda7df776b8ff1deeb8824906b14,1.69277986,0.03960396,14,A
53e8f34b14b34a85e09d2cad651f71ae,1.416397722,0.01980198,14,A
364e5d5192258473f3fe7ddb9b7964ad,1.39636581,0.04950495,14,A
3403478284bcb4c5702090aa6d26d133,1.364369486,0.00990099,14,A
4bc29222703188e33f91bbc7f5e197cf,1.001001503,0.02970297,14,A
945184b6386c192c0066e0a98a154780,4.960986266,0.00990099,15,A
59f7d8a7f37d6eeec95eb556f33da267,4.652285641,0.00990099,15,A
f9612c98d79c37a803a973724113cef6,4.4382684,0.00990099,15,A
e606e6a9dbcbaefd0fe8f53571bbcab0,3.579242178,0.01980198,15,A
e78ecb138a8bee2a728274b849db12c1,3.311024477,0.02970297,15,A
06f825b512d903b9230e1a55d87359ee,3.292579813,0.01980198,15,A
814d36cce47414becceb7665900831e6,3.208331703,0.01980198,15,A
98bcf713cdab713b589f72f2ebcef570,3.083121775,0.00990099,15,A
4bc29222703188e33f91bbc7f5e197cf,2.658335733,0.01980198,15,A
1f0532e025d966a685fd0d1f3144bc8a,2.639123629,0.01980198,15,A
e3f6085120269cc587278b4f3486c200,2.434665355,0.02970297,15,A
b595f96f96fe7a346c01c042c2f6276d,2.417993468,0.01980198,15,A
900459d7792d6eda2a65aa3b2063fad6,2.340025054,0.03960396,15,A
c1aff6e411940a2aa4c27aa18a3143cc,2.309342496,0.03960396,15,A
17ae20a577370dc92154c6b1f5b2a5aa,2.104725291,0.01980198,15,A
810fbee6f33ede9ba6b772d59acf2c8e,2.007283739,0.00990099,15,A
5c9858fa86f9de0b3bc5dcf787cafb48,1.998903057,0.04950495,15,A
499799ce203867cdcca7cf04492872a7,1.925242091,0.03960396,15,A
e708751e62639cc0951c413f92ea7620,1.837088151,0.04950495,15,A
1a069ea36017c7efc95d851374fa7382,1.416470149,0.01980198,15,A
942ec60e75a4f9183b9b69cbf8960379,4.270537743,0.00990099,16,A
f9612c98d79c37a803a973724113cef6,3.980874431,0.01980198,16,A
ca9c66d47347c03d0343d6fe03ed8636,3.900788615,0.01980198,16,A
59f7d8a7f37d6eeec95eb556f33da267,3.783231679,0.00990099,16,A
c1aff6e411940a2aa4c27aa18a3143cc,3.468898534,0.00990099,16,A
ddfd49f939f92958b1ec816741055348,3.389639438,0.00990099,16,A
98bcf713cdab713b589f72f2ebcef570,3.260794261,0.00990099,16,A
cdf14d2fed157f8032715a22d3bf4573,2.97201688,0.00990099,16,A
e606e6a9dbcbaefd0fe8f53571bbcab0,2.895693153,0.02970297,16,A
0999f4e86c94093f74e23b12501455f8,2.472998086,0.00990099,16,A
b3caf1cebbd99b08e7814febe747ea05,2.296033483,0.01980198,16,A
b022b5312f30be684bdd2cc66030dea5,2.202808826,0.02970297,16,A
712f610d95151fd7db44bd3a13e3ad15,2.173731065,0.02970297,16,A
1601abe13540e0b21db9d29476137c31,2.1680337,0.03960396,16,A
101951aabf4e77306397fe2aef3a7e88,2.13960651,0.03960396,16,A
63afe8e6aac58bf0d670a82ca5bc574c,2.101586882,0.03960396,16,A
2740cf2417c92847cc298cbd71dd1fcd,1.750059914,0.02970297,16,A
7f85ac088481e3811666998c6ba22231,1.736542989,0.00990099,16,A
f992dfdf7e8ebde2cd041f7e4100beff,1.711638999,0.03960396,16,A
d530dfe6a0c2e61593acafa24cab1fd2,1.472031399,0.02970297,16,A
e7dd01d01c0203abc3708549d99e4e9c,1.416397722,0.02970297,16,A
52cdd4c3305b200497e8f8061fecb13c,1.34406228,0.02970297,16,A
99deb3c5ecb022ec05609ebd1112a557,1.001001503,0.02970297,16,A
7dd762af95c64a7acec293770f46a3e2,1.001001503,0.04950495,16,A
e606e6a9dbcbaefd0fe8f53571bbcab0,6.122052484,0.00990099,17,A
59f7d8a7f37d6eeec95eb556f33da267,5.919253454,0.00990099,17,A
f9612c98d79c37a803a973724113cef6,5.290134287,0.00990099,17,A
e3f6085120269cc587278b4f3486c200,5.012912951,0.00990099,17,A
300568e1ddcb6356519af1a75ab2df4b,4.185595304,0.01980198,17,A
76a2a89fb35336e7b117fc44ff915092,3.828269097,0.00990099,17,A
814d36cce47414becceb7665900831e6,3.626631965,0.00990099,17,A
8f92285a09a85541ec6a6227f460846d,3.544852854,0.00990099,17,A
6941eda7df776b8ff1deeb8824906b14,3.169865749,0.01980198,17,A
7554ab04641923e9511641bb3722769c,2.863844415,0.02970297,17,A
0ed3a6836e138f14044f6950ad7280d2,2.660978986,0.02970297,17,A
c6d3727100d2f11b93aed61d77fdb738,2.511269086,0.01980198,17,A
ddfd49f939f92958b1ec816741055348,2.424270872,0.03960396,17,A
c1aff6e411940a2aa4c27aa18a3143cc,2.373721701,0.01980198,17,A
8e493df449e84acb4e24f5811ff3599b,2.280112595,0.04950495,17,A
32168bb9ee91cc162e332f97affa7a2b,2.161793392,0.00990099,17,A
fcb6828a045dc6a69bad8b8de33f7547,2.020467656,0.02970297,17,A
900459d7792d6eda2a65aa3b2063fad6,1.998563141,0.03960396,17,A
a9fdd07326c4aa9136066a81e0dccefc,1.95772621,0.00990099,17,A
8e9e41ad7e5a60d18c633485baa62678,1.736445077,0.04950495,17,A
